Portuguese Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
hino,0,0,0,0,0,0,0,0,0,0
antologia,0,0,0,0,0,0,0,0,0,0
antraz,0,0,1,1,0,1,0,1,0,0
antropologia,0,0,0,0,0,0,0,0,0,0
antibiótico,0,0,0,0,0,0,0,0,0,0
antibióticos,0,0,0,0,0,0,1,0,0,0
anticristo,1,0,1,1,0,1,0,0,0,0
antecipação,0,1,0,0,0,0,0,0,0,0
antecipatório,0,1,0,0,0,0,0,0,0,0
antídoto,0,1,0,0,0,0,1,0,0,1
antifúngico,0,0,0,0,0,0,1,0,0,1
antimônio,0,0,0,0,0,0,0,0,0,0
antipatia,1,0,1,0,0,1,0,0,0,0
antiquário,0,0,0,0,0,0,0,0,0,0
antiquado,0,0,0,0,0,1,0,0,0,0
Antiguidade,0,0,0,0,0,0,1,0,0,0
antiguidade,0,0,0,0,0,0,0,0,0,0
antisséptico,0,0,0,0,0,0,1,0,0,1
anti-social,1,0,1,1,0,1,0,1,0,0
antítese,1,0,0,0,0,1,0,0,0,0
antitético,0,0,0,0,0,0,0,0,0,0
antiviral,0,0,0,0,0,0,0,0,0,0
chifre,0,0,0,0,0,0,0,0,0,0
bigorna,0,0,0,0,0,0,0,0,0,0
ansiedade,1,1,0,1,0,1,0,1,0,0
ansioso,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
rapidamente,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
apartamento,0,0,0,0,0,0,0,0,0,0
apático,0,0,0,0,0,1,0,1,0,0
apatia,0,0,0,0,0,1,0,1,0,0
macaco,0,0,0,0,0,0,0,0,0,0
abertura,0,0,0,0,0,0,0,0,0,0
ápice,0,0,0,0,0,0,0,0,0,0
pulgão,0,0,1,0,0,1,0,0,0,0
um pedaço,0,0,0,0,0,0,0,0,0,0
desenvoltura,0,0,0,0,0,0,1,0,0,0
apocalíptico,0,0,0,0,0,0,0,0,0,0
apologético,0,0,0,0,0,0,1,0,0,1
apologista,0,0,0,0,0,0,0,0,0,0
desculpar-se,0,0,0,0,0,0,1,1,0,1
desculpa,0,0,0,0,0,0,1,0,0,0
apostasia,0,0,0,0,0,0,0,0,0,0
apóstata,0,0,0,0,0,0,0,0,0,0
apóstolo,0,0,0,0,0,0,1,0,0,1
apostólico,0,0,0,0,0,0,0,0,0,1
apóstrofo,0,0,0,0,0,0,0,0,0,0
terrível,0,0,1,1,0,1,0,0,0,0
aparelho,0,0,0,0,0,0,0,0,0,0
vestuário,0,0,0,0,0,0,0,0,0,0
aparentemente,0,0,0,0,0,0,0,0,0,0
aparição,0,0,0,1,0,0,0,0,1,0
apelo,0,1,0,0,0,0,0,0,0,0
aparência,0,0,0,0,0,0,0,0,0,0
apaziguar,0,0,0,0,0,0,0,0,0,0
recorrente,0,0,0,0,0,0,0,0,0,0
acrescentar,0,0,0,0,0,0,0,0,0,0
apêndice,0,0,0,0,0,0,0,0,0,0
apendicite,0,0,0,1,0,1,0,1,0,0
apêndice,0,0,0,0,0,0,0,0,0,0
apetite,0,0,0,0,0,0,0,0,0,0
Aperitivo,0,0,0,0,0,0,0,0,0,0
aplausos,0,0,0,0,1,0,1,0,1,1
maçã,0,0,0,0,0,0,0,0,0,0
utensílio,0,0,0,0,0,0,0,0,0,0
eletrodomésticos,0,0,0,0,0,0,0,0,0,0
aplicabilidade,0,0,0,0,0,0,0,0,0,0
aplicável,0,0,0,0,0,0,0,0,0,0
candidato,0,1,0,0,0,0,0,0,0,0
inscrição,0,0,0,0,0,0,0,0,0,0
Aplique,0,0,0,0,0,0,0,0,0,0
nomear,0,0,0,0,0,0,0,0,0,0
compromisso,0,0,0,0,0,0,0,0,0,0
compromissos,0,0,0,0,0,0,0,0,0,0
repartir,0,0,0,0,0,0,0,0,0,0
repartição,0,0,0,0,0,0,0,0,0,0
avaliar,0,0,0,0,0,0,0,0,0,0
apreciável,0,0,0,0,0,0,0,0,0,0
apreciação,0,0,0,0,1,0,1,0,0,1
apreender,0,0,0,1,0,0,0,0,0,0
apreensão,0,0,0,1,0,1,0,0,0,0
apreensivo,0,1,0,1,0,1,0,0,0,0
Aprendiz,0,0,0,0,0,0,0,0,0,1
aprendizagem,0,0,0,0,0,0,0,0,0,0
abordagem,0,0,0,0,0,0,0,0,0,0
Aproximando,0,1,0,0,0,0,0,0,0,0
aprovação,0,0,0,0,0,0,1,0,0,1
apropriação,0,0,0,0,0,1,0,0,0,0
aprovação,0,0,0,0,0,0,1,0,0,0
aprovar,0,0,0,0,1,0,1,0,0,1
aprovando,0,0,0,0,0,0,1,0,0,0
aproximado,0,0,0,0,0,0,0,0,0,0
aproximadamente,0,0,0,0,0,0,0,0,0,0
aproximando,0,0,0,0,0,0,0,0,0,0
aproximação,0,0,0,0,0,0,0,0,0,0
acessórios,0,0,0,0,0,0,0,0,0,0
avental,0,0,0,0,0,0,0,0,0,0
apto,0,0,0,0,0,0,1,0,0,0
aptidão,0,0,0,0,0,0,1,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
água-marinha,0,0,0,0,0,0,0,0,0,0
aquário,0,0,0,0,0,0,0,0,0,0
aquático,0,0,0,0,0,0,0,0,0,0
aqueduto,0,0,0,0,0,0,0,0,0,0
aquoso,0,0,0,0,0,0,0,0,0,0
arável,0,0,0,0,0,0,0,0,0,0
árbitro,0,0,0,0,0,0,0,0,0,1
arbitrar,0,0,0,0,0,0,0,0,0,0
arbitragem,0,1,0,0,0,0,0,0,0,0
árbitro,0,0,0,0,0,0,0,0,0,1
mandril,0,0,0,0,0,0,0,0,0,0
arco,0,0,0,0,0,0,0,0,0,0
videogames,0,0,0,0,0,0,0,0,0,0
arco,0,0,0,0,0,0,0,0,0,0
arqueológico,0,0,0,0,0,0,0,0,0,0
arqueólogo,0,0,0,0,0,0,0,0,0,0
arqueologia,0,1,0,0,0,0,1,0,0,0
arcaico,0,0,0,0,0,1,0,0,0,0
arcebispo,0,0,0,0,0,0,0,0,0,0
arqueado,0,0,0,0,0,0,0,0,0,0
arqueiro,0,0,0,0,0,0,0,0,0,0
tiro com arco,0,0,0,0,0,0,0,0,0,0
arquétipo,0,0,0,0,0,0,0,0,0,0
arquipélago,0,0,0,0,0,0,0,0,0,0
arquiteto,0,0,0,0,0,0,0,0,0,0
arquitetura,0,0,0,0,0,0,0,0,0,1
arquivo,0,0,0,0,0,0,0,0,0,0
ártico,0,0,0,0,0,0,0,0,0,0
ardente,0,1,0,0,1,0,1,0,0,0
ardor,0,0,0,0,0,0,1,0,0,0
árduo,0,0,0,0,0,1,0,0,0,0
área,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
aréola,0,0,0,0,0,0,0,0,0,0
argente,0,0,0,0,0,0,0,0,0,0
argumentar,1,0,0,0,0,1,0,0,0,0
argumento,1,0,0,0,0,1,0,0,0,0
argumentação,1,0,0,0,0,0,0,0,0,0
argumentativo,0,0,0,0,0,1,0,0,0,0
argumentos,1,0,0,0,0,0,0,0,0,0
árido,0,0,0,0,0,1,0,1,0,0
aristocracia,0,0,0,0,0,0,1,0,0,0
aristocrata,0,0,0,0,0,0,0,0,0,0
aristocrático,0,0,0,0,0,0,1,0,0,0
aritmética,0,0,0,0,0,0,0,0,0,0
arca,0,0,0,0,0,0,0,0,0,0
braço,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
armamento,1,0,0,1,0,0,0,0,0,0
armamentos,0,0,0,1,0,1,0,0,0,0
armadura,0,0,0,0,0,0,0,0,0,0
armado,1,0,0,1,0,1,1,0,0,0
armaduras,0,0,0,1,0,0,1,0,0,1
blindado,0,0,0,1,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,1
braços,0,0,0,0,0,0,0,0,0,0
exército,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
excitação,0,0,0,0,0,0,0,0,0,0
despertar,0,1,0,0,0,0,1,0,0,0
acusação,1,0,0,1,0,1,0,1,0,0
arranjo,0,0,0,0,0,0,0,0,0,0
arranjado,0,0,0,0,0,0,0,0,0,0
arranjo,0,0,0,0,0,0,0,0,0,0
variedade,0,0,0,0,0,0,1,0,0,0
atrasados,0,0,0,0,0,1,0,0,0,0
prender prisão,0,0,0,0,0,1,0,0,0,0
chegada,0,1,0,0,0,0,0,0,0,0
chegar,0,1,0,0,0,0,0,0,0,0
arrogância,0,0,0,0,0,1,0,0,0,0
arrogante,1,0,1,0,0,1,0,0,0,0
flecha,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,0
arsênico,0,0,1,1,0,1,0,1,0,0
incêndio culposo,1,0,0,1,0,1,0,0,0,0
arte,0,1,0,0,1,0,1,1,1,0
artéria,0,0,0,0,0,0,0,0,0,0
astuto,0,0,0,0,0,0,0,0,0,0
artrópode,0,0,0,0,0,0,0,0,0,0
Alcachofra,0,0,0,0,0,0,0,0,0,0
artigo,0,0,0,0,0,0,0,0,0,0
artigos,0,0,0,0,0,0,0,0,0,0
articular,0,0,0,0,0,0,1,0,0,0
articulação,0,0,0,0,0,0,1,0,0,0
artifício,0,0,0,0,0,0,0,0,0,0
artilharia,0,0,0,1,0,1,0,0,0,0
artesão,0,0,0,0,0,0,1,0,0,0
artista,0,0,0,0,0,0,0,0,0,0
artista,0,0,0,0,0,0,1,0,0,0
artístico,0,0,0,0,0,0,1,0,0,0
artistas,0,0,0,0,0,0,0,0,0,0
subir,0,0,0,0,0,0,0,0,0,0
ascendência,0,0,0,0,0,0,1,0,0,0
ascensão,0,0,0,0,0,0,0,0,0,0
subida,0,0,0,0,0,0,1,0,0,0
verificar,0,0,0,0,0,0,0,0,0,0
apurado,0,0,0,0,0,0,0,0,0,0
ascético,0,0,0,0,0,0,0,0,0,0
cinza,0,0,0,0,0,1,0,0,0,0
envergonhado,0,0,1,0,0,1,0,1,0,0
cinzas,0,0,0,0,0,1,0,1,0,0
dormindo,0,0,0,0,0,0,0,0,0,0
áspide,0,0,0,1,0,0,0,0,0,0
aspartame,0,0,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0,0,0
aspectos,0,0,0,0,0,0,0,0,0,0
asfalto,0,0,0,0,0,0,0,0,0,0
aspiração,0,1,0,0,1,0,1,0,1,1
aspirar,0,1,0,0,1,0,1,0,0,0
aspirante,0,1,0,0,1,0,1,0,0,1
bunda,0,0,0,0,0,1,0,0,0,0
atacar,1,0,0,1,0,1,0,0,1,0
assaltante,1,0,0,1,0,1,0,1,0,0
assassino,1,0,0,1,0,1,0,1,0,0
assassinar,1,0,0,1,0,1,0,0,0,0
assassinato,1,0,0,1,0,1,0,1,0,0
assalto,1,0,0,1,0,1,0,0,0,0
ensaio,0,0,0,0,0,0,0,0,0,0
montagem,0,0,0,0,0,0,0,0,0,0
montar,0,0,0,0,0,0,0,0,0,0
montado,0,0,0,0,0,0,0,0,0,0
conjunto,0,0,0,0,0,0,1,0,0,1
concordar,0,0,0,0,0,0,1,0,0,0
afirmar,0,0,0,0,0,0,0,0,0,0
afirmando,0,0,0,0,0,0,1,0,0,1
afirmação,0,0,0,0,0,0,0,0,0,0
avaliar,0,0,0,0,0,0,0,0,0,0
avaliação,0,0,0,0,0,0,0,0,1,1
assessor,0,0,0,0,0,0,0,0,0,1
ativos,0,0,0,0,0,0,1,0,0,0
Idiota,1,0,1,0,0,1,0,0,0,0
atribuir,0,0,0,0,0,0,0,0,0,0
cessionário,0,0,0,0,0,0,0,0,0,1
atribuição,0,0,0,0,0,0,0,0,0,0
assimilar,0,0,0,0,0,0,0,0,0,0
assimilação,0,0,0,0,0,0,0,0,0,0
ajudar,0,0,0,0,0,0,1,0,0,1
assistência,0,0,0,0,0,0,1,0,0,0
assistente,0,0,0,0,0,0,0,0,0,0
associado,0,0,0,0,0,0,1,0,0,1
Associação,0,0,0,0,0,0,0,0,0,1
sortido,0,0,0,0,0,0,0,0,0,0
sortimento,0,0,0,0,0,0,0,0,0,0
acalmar,0,0,0,0,0,0,1,0,0,0
presumido,0,0,0,0,0,0,0,0,0,0
assumindo,0,0,0,0,0,0,0,0,0,0
suposição,0,0,0,0,0,0,0,0,0,0
garantia,0,0,0,0,0,0,1,0,0,1
assegurar,0,0,0,0,0,0,0,0,0,1
confiante,0,0,0,0,0,0,1,0,0,1
seguramente,0,0,0,0,0,0,0,0,0,1
asterisco,0,0,0,0,0,0,0,0,0,0
asteróides,0,0,0,0,0,0,0,0,0,0
astigmatismo,0,0,0,0,0,0,0,0,0,0
surpreendentemente,0,0,0,0,0,0,1,0,1,0
espanto,0,0,0,0,1,0,1,0,1,0
astral,0,0,0,0,0,0,0,0,0,0
extraviado,0,0,0,1,0,1,0,0,0,0
adstringente,0,0,0,0,0,1,0,0,0,0
astrólogo,0,1,0,0,0,0,1,0,0,0
astrologia,0,0,0,0,0,0,0,0,0,0
astronauta,0,0,0,0,0,0,1,0,0,0
astrônomo,0,1,0,0,0,0,1,0,0,0
astronomia,0,0,0,0,0,0,0,0,0,0
astuto,0,0,0,0,0,0,1,0,0,0
em pedaços,0,0,0,0,0,0,0,0,0,0
asilo,0,0,0,1,0,1,0,0,0,0
assimétrico,0,0,0,0,0,0,0,0,0,0
assimetria,0,0,1,0,0,0,0,0,0,0
assintótico,0,0,0,0,0,0,0,0,0,0
ateliê,0,0,0,0,0,0,0,0,0,0
ateísmo,0,0,0,0,0,1,0,0,0,0
ateu,0,0,0,0,0,0,0,0,0,0
aterosclerose,0,0,0,1,0,1,0,1,0,0
atleta,0,0,0,0,0,0,1,0,0,0
Atlético,0,0,0,0,0,0,1,0,0,0
atletismo,0,0,0,0,0,0,0,0,0,0
atletismo,0,0,0,0,0,0,0,0,0,0
Atlas,0,0,0,0,0,0,0,0,0,0
atmosfera,0,0,0,0,0,0,0,0,0,0
atmosférico,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
átomo,0,0,0,0,0,0,1,0,0,0
atômico,0,0,0,0,0,0,0,0,0,0
expiar,0,1,0,0,1,0,1,0,0,1
expiação,0,0,0,0,0,0,1,0,0,0
átrio,0,0,0,0,0,0,0,0,0,0
atroz,1,0,1,0,0,1,0,0,0,0
atrocidade,1,0,1,1,0,1,0,1,0,0
atrofia,0,0,1,1,0,1,0,1,0,0
anexar,0,0,0,0,0,0,0,0,0,0
acessório,0,0,0,0,0,0,1,0,0,0
ataque,1,0,0,1,0,1,0,0,0,0
atacante,1,0,1,1,0,1,0,1,1,0
atingir,0,0,0,0,0,0,0,0,0,0
alcançável,0,1,0,0,0,0,1,0,0,0
atendimento,0,0,0,0,0,0,1,0,0,0
tentar,0,1,0,0,0,0,0,0,0,0
comparecimento,0,1,0,0,0,0,0,0,0,0
atendente,0,0,0,0,0,0,1,0,0,1
atenção,0,0,0,0,0,0,1,0,0,0
atento,0,0,0,0,0,0,1,0,0,1
atenuar,0,0,0,0,0,0,0,0,0,0
atenuado,0,0,0,0,0,1,0,0,0,0
atenuação,0,0,0,0,0,1,0,1,0,0
atestar,0,0,0,0,0,0,1,0,0,1
atestado,0,0,0,0,0,0,0,0,0,1
sótão,0,0,0,0,0,0,0,0,0,0
traje,0,0,0,0,0,0,0,0,0,0
atitude,0,0,0,0,0,0,0,0,0,0
advogado,1,0,0,1,0,0,1,0,0,1
atração,0,0,0,0,0,0,1,0,0,0
atratividade,0,0,0,0,0,0,1,0,0,0
atribuível,0,0,0,0,0,0,0,0,0,0
atributo,0,0,0,0,0,0,0,0,0,0
atribuição,0,0,0,0,0,0,0,0,0,0
atrito,0,0,0,0,0,0,0,0,0,0
ruivo,0,0,0,0,0,0,0,0,0,0
leilão,0,1,0,0,0,0,0,0,0,0
leiloeiro,0,0,0,0,0,0,0,0,0,0
audacioso,0,0,0,0,0,0,0,0,0,0
audácia,0,0,0,0,0,1,0,0,0,0
audível,0,0,0,0,0,0,0,0,0,0
público,0,1,0,0,0,0,0,0,0,0
auditoria,0,0,0,0,0,0,0,0,0,0
audição,0,0,0,0,0,0,0,0,0,0
auditor,0,0,0,1,0,0,0,0,0,1
auditório,0,0,0,0,0,0,0,0,0,0
auditivo,0,0,0,0,0,0,0,0,0,0
qualquer coisa,0,0,0,0,0,0,0,0,0,0
aumentar,0,0,0,0,0,0,1,0,0,0
aumento,0,0,0,0,0,0,0,0,0,0
agosto,0,0,0,0,0,0,1,0,0,0
tia,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
aurora,0,0,0,0,0,0,0,0,0,0
augúrios,0,0,0,0,0,0,0,0,0,0
auspicioso,0,1,0,0,1,0,1,0,0,0
austero,0,0,0,1,0,1,0,1,0,0
austeridade,0,0,0,0,0,1,0,0,0,0
autêntico,0,0,0,0,1,0,1,0,0,1
autenticar,0,0,0,0,0,0,0,0,0,1
autenticação,0,0,0,0,0,0,0,0,0,1
autenticidade,0,0,0,0,0,0,1,0,0,1
autor,0,0,0,0,0,0,1,0,0,1
autoritário,0,0,0,0,0,0,1,0,0,1
autoridade,0,0,0,0,0,0,1,0,0,1
autorização,0,0,0,0,0,0,1,0,0,1
autorizar,0,0,0,0,0,0,0,0,0,1
autorizado,0,0,0,0,0,0,1,0,0,0
autoria,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0,0,0
autobiografia,0,0,0,0,0,0,0,0,0,0
autocrático,0,0,0,0,0,1,0,0,0,0
autógrafo,0,0,0,0,0,0,0,0,0,0
automático,0,0,0,0,0,0,0,0,0,1
automóvel,0,0,0,0,0,0,0,0,0,0
autonomia,0,0,0,0,0,0,0,0,0,0
autópsia,0,0,1,1,0,1,0,1,0,0
outono,0,0,0,0,0,0,0,0,0,0
auxiliar,0,0,0,0,0,0,0,0,0,0
aproveitar,0,0,0,0,0,0,0,0,0,0
avalanche,0,0,0,1,0,1,0,1,1,0
avareza,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
vingador,1,0,0,0,0,1,0,0,0,0
Avenida,0,0,0,0,0,0,0,0,0,0
afirmar,0,0,0,0,0,0,0,0,0,0
média,0,0,0,0,0,0,0,0,0,0
avesso,1,0,1,1,0,1,0,0,0,0
aversão,1,0,1,1,0,1,0,0,0,0
evitar,0,0,0,0,0,0,0,0,0,0
aviário,0,0,0,0,0,0,0,0,0,0
aviação,0,0,0,0,0,0,0,0,0,0
aviador,0,0,0,0,0,0,0,0,0,0
ávido,0,0,0,0,0,0,0,0,0,0
abacate,0,0,0,0,0,0,0,0,0,0
evitar,0,0,0,1,0,1,0,0,0,0
evitação,0,0,0,1,0,1,0,0,0,0
evitando,0,0,0,1,0,0,0,0,0,0
aguardam,0,1,0,0,0,0,0,0,0,0
acordado,0,0,0,0,0,0,0,0,0,0
despertar,0,0,0,0,0,0,0,0,0,0
prêmio,0,1,0,0,1,0,1,0,1,1
temor,0,0,0,0,0,0,0,0,0,0
horrível,1,0,1,1,0,1,0,1,0,0
constrangimento,0,0,1,0,0,1,0,0,0,0
toldo,0,0,0,0,0,0,0,0,0,0
errado,0,0,0,0,0,1,0,0,0,0
axial,0,0,0,0,0,0,0,0,0,0
axioma,0,0,0,0,0,0,0,0,0,1
axiomático,0,0,0,0,0,0,0,0,0,1
eixo,0,0,0,0,0,0,0,0,0,0
eixo,0,0,0,0,0,0,0,0,0,0
ai,0,0,0,0,0,0,1,0,0,0
Sim,0,0,0,0,0,0,1,0,0,0
azimute,0,0,0,0,0,0,0,0,0,0
azul,0,0,0,0,0,0,0,0,0,0
balbuciar,0,0,0,0,0,1,0,0,0,0
balbuciando,0,0,0,0,0,1,0,0,0,0
babuíno,0,0,1,0,0,1,0,0,0,0
bebê,0,0,0,0,1,0,1,0,0,0
babá,0,0,0,0,0,0,0,0,0,1
bacharelado,0,0,0,0,0,0,1,0,0,0
bacará,0,0,0,0,0,0,0,0,0,0
solteiro,0,0,0,0,0,0,0,0,0,0
de volta,0,0,0,0,0,0,0,0,0,0
espinha dorsal,1,0,0,0,0,0,1,0,0,1
patrocinador,0,0,0,0,0,0,0,0,0,1
sair pela culatra,0,0,0,0,0,0,0,0,0,0
gamão,0,0,0,0,0,0,0,0,0,0
fundo,0,0,0,0,0,0,0,0,0,0
retroescavadeira,0,0,0,0,0,0,0,0,0,0
mochileiro,0,0,0,0,0,0,0,0,0,0
retroceder,0,0,0,0,0,0,0,0,0,0
para trás,0,0,0,0,0,1,0,0,0,0
para trás,0,0,1,0,0,1,0,0,0,0
remanso,0,0,0,0,0,1,0,1,0,0
bactérias,0,0,1,1,0,1,0,1,0,0
bactéria,0,0,1,1,0,1,0,0,0,0
mau,1,0,1,1,0,1,0,1,0,0
distintivo,0,0,0,0,0,0,0,0,0,1
texugo,1,0,0,0,0,1,0,0,0,0
seriamente,0,0,0,0,0,1,0,1,0,0
maldade,1,0,1,1,0,1,0,0,0,0
defletor,0,0,0,0,0,0,0,0,0,0
sacola,0,0,0,0,0,0,0,0,0,0
Bagagem,0,0,0,0,0,0,0,0,0,0
folgado,0,0,0,0,0,0,0,0,0,0
gaita de fole,0,0,0,0,0,0,0,0,0,0
fiança,0,0,0,0,0,0,0,0,0,0
oficial de justiça,0,0,0,1,0,1,0,0,0,1
isca,0,0,0,1,0,1,0,0,0,1
assar,0,0,0,0,0,0,0,0,0,0
padaria,0,0,0,0,0,0,0,0,0,0
cozimento,0,0,0,0,0,0,0,0,0,0
bola,0,0,0,0,0,0,0,0,0,0
Saldo,0,0,0,0,0,0,1,0,0,0
equilibrado,0,0,0,0,0,0,1,0,0,0
sacada,0,0,0,0,0,0,0,0,0,0
Careca,0,0,0,0,0,0,0,0,0,0
fardo,0,0,0,1,0,1,0,0,0,0
recusar,0,0,0,0,0,1,0,0,0,0
bola,0,0,0,0,0,0,0,0,0,0
balada,0,0,0,0,0,0,1,0,0,0
lastro,0,0,0,0,0,0,0,0,0,0
balé,0,0,0,0,0,0,1,0,0,0
balão,0,0,0,0,0,0,0,0,0,0
cédula,0,1,0,0,0,0,1,0,0,1
salão de baile,0,0,0,0,0,0,0,0,0,0
bálsamo,0,1,0,0,1,1,1,0,0,0
agradável,0,0,0,0,0,0,0,0,0,0
bálsamo,0,0,0,0,0,0,1,0,0,0
balsâmico,0,0,0,0,0,0,0,0,0,0
banimento,0,0,0,0,0,1,0,0,0,0
banana,0,0,0,0,0,0,0,0,0,0
banda,0,0,0,0,0,0,0,0,0,0
curativo,0,0,0,0,0,0,0,0,0,0
bandido,0,0,0,0,0,1,0,0,0,0
movimento,0,0,0,0,0,0,0,0,0,0
maldição,1,0,1,1,0,1,0,0,0,0
bang,1,0,1,1,0,1,0,1,1,0
estrondoso,1,1,0,1,0,1,0,0,1,0
banir,1,0,1,1,0,1,0,1,0,0
banido,1,0,0,1,0,1,0,1,0,0
banimento,1,0,1,0,0,1,0,1,0,0
banjo,0,0,0,0,0,0,0,0,0,0
banco,0,0,0,0,0,0,0,0,0,1
banqueiro,0,0,0,0,0,0,0,0,0,1
falido,0,0,0,1,0,1,0,1,0,0
falência,1,0,1,1,0,1,0,1,0,0
bandeira,0,0,0,0,0,0,0,0,0,0
banquete,0,1,0,0,1,0,1,0,0,0
alma penada,1,0,1,1,0,1,0,1,0,0
brincadeira,0,0,0,0,0,0,0,0,0,0
batismo,0,0,0,0,0,0,1,0,0,0
batismal,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
farpa,1,0,0,0,0,1,0,0,0,0
bárbaro,0,0,0,1,0,1,0,0,0,0
bárbaro,1,0,1,1,0,1,0,0,0,0
barbárie,0,0,0,0,0,1,0,0,0,0
churrasco,0,0,0,0,0,0,0,0,0,0
farpado,0,0,0,0,0,0,0,0,0,0
bardo,0,0,0,0,0,0,1,0,0,0
sem sela,0,0,0,0,0,0,0,0,0,0
pés descalços,0,0,0,0,0,0,0,0,0,0
por muito pouco,0,0,0,0,0,0,0,0,0,0
vomitar,0,0,1,0,0,0,0,0,0,0
barganha,0,0,0,0,0,0,1,0,0,1
barcaça,0,0,0,0,0,0,0,0,0,0
barítono,0,0,0,0,0,0,0,0,0,0
latido,1,0,0,0,0,1,0,0,0,0
celeiro,0,0,0,0,0,0,0,0,0,0
barney,0,0,0,0,0,0,0,0,0,0
barômetro,0,0,0,0,0,0,0,0,0,0
barão,0,0,0,0,0,0,0,0,0,0
barroco,0,0,0,0,0,0,0,0,0,0
quartel,0,0,0,0,0,0,0,0,0,0
barrado,0,0,0,0,0,1,0,0,0,0
barril,0,0,0,0,0,0,0,0,0,0
estéril,0,0,0,0,0,1,0,1,0,0
barricada,0,0,0,1,0,1,0,0,0,0
barreira,1,0,0,0,0,1,0,0,0,0
barrando,0,0,0,0,0,0,0,0,0,0
advogado,0,0,0,0,0,0,0,0,0,0
carrinho de mão,0,0,1,0,0,0,0,0,0,0
barman,0,0,0,0,0,0,0,0,0,1
escambo,0,0,0,0,0,0,0,0,0,1
base,0,0,0,0,0,0,0,0,0,1
beisebol,0,0,0,0,0,0,0,0,0,0
rodapé,0,0,0,0,0,0,0,0,0,0
sem fundamento,0,0,0,0,0,1,0,0,0,0
porão,0,0,0,0,0,0,0,0,0,0
basílica,0,0,0,0,0,0,0,0,0,0
bacia,0,0,0,0,0,0,0,0,0,0
base,0,0,0,0,0,0,0,0,0,0
aquecer,0,0,0,0,0,0,0,0,0,0
cesta,0,0,0,0,0,0,0,0,0,0
basquetebol,0,1,0,0,1,0,1,0,0,0
graves,0,0,0,0,0,0,0,0,0,0
baixo,0,0,0,0,0,0,0,0,0,0
fagote,0,0,0,0,0,0,0,0,0,0
Desgraçado,0,0,1,0,0,1,0,1,0,0
bastião,1,0,0,0,0,0,1,0,0,0
bastão,0,0,0,0,0,0,0,0,0,0
lote,0,0,0,0,0,0,0,0,0,0
loteamento,0,0,0,0,0,0,0,0,0,0
bater,0,0,0,0,0,0,0,0,0,0
banho,0,0,0,0,0,0,1,0,0,0
banhar-se,0,0,0,0,0,0,0,0,0,0
banheiro,0,0,0,0,0,0,0,0,0,0
batimetria,0,0,0,0,0,0,0,0,0,0
bastão,0,0,0,0,0,0,0,0,0,0
batalhão,1,0,0,0,0,0,0,0,0,0
massa,1,0,0,1,0,1,0,0,0,0
maltratado,0,0,0,1,0,1,0,1,0,0
bateria,1,0,0,0,0,1,0,0,0,0
batalha,1,0,0,0,0,1,0,0,0,0
lutou,1,0,0,1,0,1,0,1,0,0
campo de batalha,0,0,0,1,0,1,0,0,0,0
obsceno,0,0,0,0,0,1,0,0,0,0
baía,0,0,0,0,0,0,0,0,0,0
baioneta,1,0,0,1,0,1,0,0,0,0
bayou,0,0,0,0,0,0,0,0,0,0
bazar,0,0,0,0,0,0,0,0,0,0
de praia,0,0,0,0,1,0,0,0,0,0
baliza,0,0,0,0,0,0,0,0,0,0
miçanga,0,0,0,0,0,0,0,0,0,0
miçangas,0,0,0,0,0,0,0,0,0,0
miçangas,0,0,0,0,0,0,0,0,0,0
beagle,0,0,0,0,0,0,0,0,0,0
bico,0,0,0,0,0,0,0,0,0,0
taça,0,0,0,0,0,0,0,0,0,0
feixe,0,0,0,0,1,0,1,0,0,0
radiante,0,1,0,0,1,0,1,0,0,0
urso,1,0,0,1,0,0,0,0,0,0
barba,0,0,0,0,0,0,0,0,0,0
barbudo,0,0,0,0,0,0,0,0,0,0
O portador,0,0,0,0,0,1,0,0,0,0
consequência,0,0,0,0,0,0,0,0,0,0
rolamentos,0,0,0,0,0,0,0,0,0,0
grosseiro,1,0,0,1,0,0,0,0,0,0
fera,1,0,0,1,0,1,0,0,0,0
bestial,0,0,1,1,0,1,0,0,0,0
bater,0,0,0,0,0,0,0,0,0,0
